Num_of_Loan,Payment_of_Min_Amount,Credit_History_Age,Num_Bank_Accounts,Delay_from_due_date,Changed_Credit_Limit,Monthly_Inhand_Salary,Num_Credit_Card,Amount_invested_monthly,Num_of_Delayed_Payment,Total_EMI_per_month,Payment_Behaviour,Age,Interest_Rate,Num_Credit_Inquiries,Outstanding_Debt,Credit_Mix,Annual_Income,Credit_Score
4,No,385,5,8,6.29,3424.231666666666,4,135.92568154608836,7,80.9079238308648,Low_spent_Medium_value_payments,49,6,2.0,289.59,Good,44066.78,0
4,Missing,219,5,11,6.29,3093.745000000001,4,10000.0,5,80.9079238308648,Low_spent_Small_value_payments,49,6,2.0,289.59,Good,44066.78,0
4,Missing,388,5,6,6.29,3424.231666666666,4,74.8831621960187,8,80.9079238308648,High_spent_Medium_value_payments,49,6,2.0,289.59,Good,44066.78,0
4,No,390,5,8,6.29,3093.745000000001,4,105.29010904332604,7,80.9079238308648,High_spent_Small_value_payments,49,6,2.0,289.59,Good,44066.78,0
4,No,391,5,8,6.29,3424.231666666666,4,153.4916692006379,14,80.9079238308648,Low_spent_Small_value_payments,49,6,2.0,289.59,Good,44066.78,0
4,No,219,5,8,6.29,3424.231666666666,4,135.92568154608836,7,80.9079238308648,!@9#%8,49,6,2.0,289.59,Good,44066.78,0
4,Yes,87,8,16,9.08,3425.4,7,168.8965662995428,10,122.82908813099968,High_spent_Small_value_payments,22,14,7.0,1598.33,Standard,44164.8,1
4,Yes,89,8,21,10.08,3425.4,7,380.7589087254455,11,122.82908813099968,Low_spent_Small_value_payments,22,14,7.0,1598.33,Missing,44164.8,1
4,Yes,91,8,16,12.08,3093.745000000001,7,275.526187866098,12,122.82908813099968,Low_spent_Small_value_payments,22,14,7.0,1598.33,Standard,44164.8,1
4,Yes,92,8,15,6.08,3425.4,7,99.55891352649152,7,122.82908813099968,High_spent_Medium_value_payments,22,14,7.0,1598.33,Standard,44164.8,1
2,No,339,0,15,6.08,2745.3016666666667,4,117.46526101479608,4,26.872140519499183,High_spent_Small_value_payments,39,1,4.0,364.35,Good,31227.62,0
2,No,340,0,13,6.08,2745.3016666666667,4,190.11873029755284,1,26.872140519499183,High_spent_Small_value_payments,39,1,4.0,364.35,Good,31227.62,0
2,No,341,0,15,6.08,2745.3016666666667,4,112.80929416078844,3,26.872140519499183,High_spent_Medium_value_payments,39,1,4.0,364.35,Good,31227.62,0
2,No,219,0,17,6.08,3093.745000000001,4,135.92568154608836,4,26.872140519499183,Low_spent_Small_value_payments,39,1,4.0,364.35,Good,31227.62,0
2,No,343,0,15,12.08,2745.3016666666667,4,51.69101558694273,14,26.872140519499183,High_spent_Large_value_payments,39,1,4.0,364.35,Good,31227.62,0
2,No,344,0,14,9.4,2745.3016666666667,4,234.7058280704173,4,26.872140519499183,Low_spent_Large_value_payments,39,1,5.0,364.35,Good,31227.62,0
2,No,345,0,14,6.08,2745.3016666666667,4,191.0641520151917,3,26.872140519499183,Low_spent_Small_value_payments,39,1,5.0,364.35,Good,31227.62,0
2,Missing,346,0,14,6.08,2745.3016666666667,4,229.78738369391803,7,26.872140519499183,Low_spent_Large_value_payments,39,1,5.0,364.35,Good,31227.62,0
2,No,321,6,11,3.63,3093.745000000001,7,177.00870000319236,20,122.72890352728288,High_spent_Large_value_payments,50,13,1.0,1299.16,Standard,97688.4,0
2,Missing,322,6,13,4.63,7872.7,7,674.5682645995728,20,122.72890352728288,Low_spent_Medium_value_payments,50,13,1068.0,1299.16,Standard,97688.4,0
2,Missing,323,6,13,7.63,7872.7,7,485.5115818251799,14,122.72890352728288,Low_spent_Medium_value_payments,51,13,1.0,1299.16,Standard,97688.4,0
2,No,325,6,13,4.63,7872.7,7,385.08514280905314,20,122.72890352728288,High_spent_Small_value_payments,51,13,1.0,1299.16,Standard,97688.4,0
2,No,326,6,13,4.63,7872.7,7,466.38902899256766,20,122.72890352728288,Low_spent_Medium_value_payments,-500,13,1.0,1299.16,Standard,97688.4,0
2,No,328,6,11,1.63,7872.7,7,547.8388393980243,20,122.72890352728288,High_spent_Small_value_payments,51,13,1.0,1299.16,Standard,97688.4,0
5,Yes,104,9,57,2.11,4286.83,5,283.8764612685833,19,120.80351494172852,Low_spent_Small_value_payments,36,29,10.0,2545.1,Missing,53265.96,0
5,Yes,105,1747,57,-4.8900000000000015,3093.745000000001,5,165.586948932426,14,120.80351494172852,High_spent_Small_value_payments,36,29,13.0,2545.1,Missing,53265.96,1
5,Yes,110,9,58,2.11,4286.83,5,135.92568154608836,22,120.80351494172852,High_spent_Large_value_payments,37,29,13.0,2545.1,Missing,53265.96,0
5,Yes,111,9,57,2.11,4286.83,5,10000.0,19,120.80351494172852,High_spent_Large_value_payments,37,29,13.0,2545.1,Bad,53265.96,0
4,No,219,7,16,11.24,1856.855833333333,7,105.16564449441844,13,58.436307958080775,Low_spent_Large_value_payments,34,9,3.0,167.57,Missing,22438.27,0
4,No,346,7,14,8.24,1856.855833333333,7,145.71149245622712,13,58.436307958080775,Low_spent_Large_value_payments,34,9,3.0,167.57,Standard,22438.27,0
4,No,347,7,16,11.24,1856.855833333333,7,64.25010304840413,12,58.436307958080775,High_spent_Small_value_payments,34,9,3.0,167.57,Standard,22438.27,0
4,No,349,7,17,11.24,1856.855833333333,7,46.038344297455495,13,58.436307958080775,High_spent_Medium_value_payments,34,9,3.0,167.57,Standard,22438.27,0
4,No,351,7,12,11.24,1856.855833333333,7,59.33453067356525,12,2165.0,Low_spent_Medium_value_payments,34,9,3.0,167.57,Standard,22438.27,1
4,No,297,0,12,12.88,7774.815,5,801.393412650321,11,197.3048886419928,Low_spent_Medium_value_payments,23,10,3.0,1037.46,Good,92949.78,0
4,No,298,0,12,7.88,7774.815,5,126.31855496220145,10,197.3048886419928,High_spent_Large_value_payments,23,10,3.0,1037.46,Missing,92949.78,0
4,No,300,0,12,12.88,7774.815,5,378.26587083941536,14,197.3048886419928,Low_spent_Large_value_payments,24,10,3.0,1037.46,Good,92949.78,0
4,No,301,0,15,7.88,7774.815,5,228.60044338032196,13,197.3048886419928,!@9#%8,24,10,3.0,1037.46,Good,92949.78,0
4,No,303,0,12,7.88,7774.815,5,685.6342937396328,10,197.3048886419928,Low_spent_Medium_value_payments,24,10,3.0,1037.46,Good,92949.78,0
4,No,304,0,12,13.88,7774.815,5,10000.0,13,197.3048886419928,High_spent_Medium_value_payments,24,10,3.0,1037.46,Good,92949.78,0
7,Yes,62,8,57,11.22,1138.4091666666666,8,76.02672683038833,14,63.77127116326324,Low_spent_Medium_value_payments,19,27,9.0,2588.85,Bad,16684.91,0
7,Yes,63,8,57,6.22,1138.4091666666666,8,81.06380731121838,24,63.77127116326324,Low_spent_Medium_value_payments,19,27,9.0,2588.85,Missing,16684.91,1
7,Yes,65,8,57,6.22,1138.4091666666666,8,117.31874579392412,27,63.77127116326324,Low_spent_Small_value_payments,20,27,11.0,2588.85,Missing,16684.91,1
7,Yes,66,8,52,6.22,1138.4091666666666,8,77.87312436154339,24,63.77127116326324,Low_spent_Small_value_payments,20,27,11.0,2588.85,Bad,16684.91,1
7,Yes,68,8,57,6.22,1138.4091666666666,8,38.841329323225615,23,63.77127116326324,High_spent_Small_value_payments,20,27,11.0,2588.85,Bad,16684.91,0
7,Yes,69,8,57,6.22,1138.4091666666666,1395,63.23035962831628,24,63.77127116326324,Low_spent_Small_value_payments,20,27,11.0,2588.85,Missing,16684.91,0
6,Yes,115,6,19,-4.41,3199.3416666666667,6,24.011231127492227,15,117.68300112719456,High_spent_Large_value_payments,32,19,6.0,2316.79,Bad,37648.1,1
6,Yes,117,6,17,2.59,3093.745000000001,6,98.79350549551854,15,117.68300112719456,!@9#%8,33,19,6.0,2316.79,Bad,37648.1,1
6,Yes,118,6,23,2.59,3199.3416666666667,6,99.85566758208556,15,117.68300112719456,High_spent_Small_value_payments,33,19,6.0,2316.79,Bad,37648.1,1
6,Missing,119,6,19,2.59,3199.3416666666667,6,75.37673700214374,15,117.68300112719456,High_spent_Small_value_payments,33,19,6.0,2316.79,Bad,37648.1,0
6,Yes,120,6,19,2.59,3199.3416666666667,6,223.04194526594483,15,117.68300112719456,Low_spent_Small_value_payments,33,19,6.0,2316.79,Bad,37648.1,1
6,Yes,121,6,19,2.59,3199.3416666666667,6,156.0751661363196,18,117.68300112719456,Low_spent_Medium_value_payments,33,19,6.0,2316.79,Missing,37648.1,0
6,Yes,122,6,19,2.59,3093.745000000001,6,139.71647724170057,18,117.68300112719456,!@9#%8,33,19,6.0,2316.79,Bad,37648.1,1
7,Yes,212,3,23,11.21,3093.745000000001,427,135.92568154608836,17,80.29310419626087,High_spent_Small_value_payments,44,15,5.0,1709.16,Missing,18260.43,0
7,Yes,219,3,22,11.21,3093.745000000001,1475,52.18400386529529,17,80.29310419626087,!@9#%8,44,15,5.0,1709.16,Standard,18260.43,0
7,Yes,214,3,23,11.21,1413.7025,6,158.91769956000073,18,80.29310419626087,Low_spent_Small_value_payments,44,15,5.0,1709.16,Standard,18260.43,0
7,Missing,215,3,23,11.21,1413.7025,6,10.919292434371116,17,80.29310419626087,High_spent_Large_value_payments,44,15,5.0,1709.16,Standard,18260.43,0
7,Yes,216,3,23,11.21,1413.7025,6,82.03588809495687,17,80.29310419626087,Low_spent_Medium_value_payments,44,15,5.0,1709.16,Standard,18260.43,0
7,Yes,217,3,23,11.21,1413.7025,6,160.42300979698982,14,80.29310419626087,Low_spent_Small_value_payments,44,15,6.0,1709.16,Standard,18260.43,0
7,Yes,218,3,23,11.21,1413.7025,6,63.63974459106576,16,80.29310419626087,Low_spent_Large_value_payments,44,15,5.0,1709.16,Standard,18260.43,0
9,Yes,166,6,54,4.96,3503.741666666667,5,10000.0,18,220.66147303436284,High_spent_Small_value_payments,20,31,6.0,2947.72,Bad,39608.9,1
9,Yes,167,6,54,4.96,3503.741666666667,5,151.73046035803182,18,220.66147303436284,Low_spent_Medium_value_payments,20,31,9.0,2947.72,Missing,39608.9,1
9,Missing,169,6,55,4.96,3503.741666666667,5,144.10889612451246,18,220.66147303436284,High_spent_Medium_value_payments,21,31,9.0,2947.72,Missing,39608.9,1
9,Missing,170,6,54,4.96,3503.741666666667,5,57.94391152581964,17,220.66147303436284,High_spent_Medium_value_payments,21,31,9.0,2947.72,Bad,39608.9,1
9,Yes,171,6,54,4.96,3503.741666666667,5,124.02977967388772,15,220.66147303436284,High_spent_Medium_value_payments,21,31,9.0,2947.72,Bad,39608.9,1
9,Missing,219,6,54,4.96,3503.741666666667,5,29.95577976717001,18,220.66147303436284,High_spent_Large_value_payments,21,31,9.0,2947.72,Bad,39608.9,0
9,Yes,173,6,57,4.96,3503.741666666667,5,66.22746891213636,18,220.66147303436284,High_spent_Medium_value_payments,21,31,9.0,2947.72,Bad,39608.9,1
3,No,254,5,10,8.25,4990.453333333334,5,207.10446388468225,5,106.76419855452696,High_spent_Medium_value_payments,26,12,4.0,29.18,Good,56285.44,0
3,No,255,5,10,8.25,4990.453333333334,5,97.5182620094948,1,106.76419855452696,High_spent_Large_value_payments,26,12,4.0,29.18,Good,56285.44,1
3,No,256,5,8,8.25,4990.453333333334,5,529.5454302166753,6,106.76419855452696,Low_spent_Small_value_payments,26,12,4.0,29.18,Missing,56285.44,1
3,No,257,5,10,8.25,3093.745000000001,5,171.60301099052427,14,106.76419855452696,High_spent_Small_value_payments,26,12,4.0,29.18,Good,56285.44,1
3,No,219,5,10,6.25,4990.453333333334,5,127.29669224307554,4,106.76419855452696,!@9#%8,26,12,4.0,29.18,Good,56285.44,0
3,No,259,5,10,5.25,4990.453333333334,5,183.83305677894973,4,106.76419855452696,High_spent_Medium_value_payments,26,12,4.0,29.18,Good,56285.44,1
3,No,260,5,10,8.25,4990.453333333334,5,143.39989519051412,4,106.76419855452696,Low_spent_Medium_value_payments,26,12,5.0,29.18,Good,56285.44,0
0,No,327,0,22,4.45,3622.3075,4,10000.0,2,0.0,High_spent_Medium_value_payments,44,12,3.0,1077.75,Good,41535.69,1
0,No,329,1475,22,4.45,3622.3075,4,93.05625744691672,4,0.0,High_spent_Large_value_payments,44,12,3.0,1077.75,Good,41535.69,1
0,No,330,0,22,4.45,3622.3075,4,126.38035929916676,2,0.0,High_spent_Medium_value_payments,44,12,3.0,1077.75,Good,41535.69,1
0,No,219,0,22,-2.55,3622.3075,4,150.4396760834027,4,0.0,Low_spent_Small_value_payments,44,12,3.0,1077.75,Good,41535.69,1
0,No,333,0,22,4.45,3622.3075,4,10000.0,2,0.0,Low_spent_Small_value_payments,45,12,3.0,1077.75,Good,41535.69,1
0,No,334,0,22,4.45,3622.3075,4,10000.0,-1,0.0,Low_spent_Small_value_payments,45,12,7.0,1077.75,Missing,41535.69,1
5,Missing,101,9,52,16.15,6768.8933333333325,1357,92.52406746747242,17,208.75539363966732,High_spent_Large_value_payments,23,22,12.0,4666.2,Bad,81298.72,1
5,Yes,102,9,50,18.15,6768.8933333333325,8,205.90879750003373,17,208.75539363966732,High_spent_Small_value_payments,23,22,12.0,4666.2,Missing,81298.72,1
-100,Missing,103,9,54,16.15,6768.8933333333325,8,253.42835108455031,14,208.75539363966732,!@9#%8,23,22,12.0,4666.2,Bad,81298.72,1
5,Yes,105,9,50,16.15,6768.8933333333325,8,730.1727551765315,16,208.75539363966732,Low_spent_Small_value_payments,23,22,12.0,4666.2,Bad,81298.72,0
5,Yes,106,9,50,16.15,3093.745000000001,8,155.17769907002076,15,208.75539363966732,High_spent_Large_value_payments,23,22,12.0,4666.2,Bad,81298.72,0
0,No,267,4,17,6.53,7848.373333333332,6,189.2369153185697,11,0.0,High_spent_Large_value_payments,32,8,2.0,995.29,Missing,90664.48,0
0,No,269,4,15,6.53,3093.745000000001,6,169.6618851395743,12,0.0,!@9#%8,33,8,2.0,995.29,Good,15234744.0,0
0,No,270,4,16,6.53,7848.373333333332,6,216.58148273206365,11,0.0,!@9#%8,33,8,2.0,995.29,Good,90664.48,0
0,No,271,4,17,11.53,7848.373333333332,6,106.90676405560946,14,0.0,High_spent_Medium_value_payments,33,8,2.0,995.29,Good,90664.48,0
0,No,272,4,17,3.53,7848.373333333332,6,76.43125017871213,11,0.0,High_spent_Large_value_payments,33,8,2.0,995.29,Good,90664.48,0
0,No,273,4,17,5.53,7848.373333333332,6,69.97492823146965,11,0.0,High_spent_Large_value_payments,33,8,2.0,995.29,Missing,90664.48,0
0,No,274,4,17,10.53,7848.373333333332,6,504.15441272175593,11,0.0,Low_spent_Medium_value_payments,33,8,2.0,995.29,Good,90664.48,0
4,No,191,4,4,8.96,9851.9375,3,226.52492430508505,9,320.74275568454283,High_spent_Small_value_payments,30,3,3.0,755.16,Missing,120671.25,0
4,No,192,4,1,10.96,9851.9375,3,271.3147910670492,9,320.74275568454283,High_spent_Medium_value_payments,30,3,6.0,755.16,Good,120671.25,0
-100,No,193,4,1,9.96,9851.9375,3,1162.5955610167591,7,320.74275568454283,Low_spent_Small_value_payments,30,3,3.0,755.16,Missing,120671.25,0
4,No,194,4,1,10.96,9851.9375,3,93.11698873995972,9,320.74275568454283,High_spent_Large_value_payments,30,3,3.0,755.16,Good,120671.25,0
4,No,196,4,1,10.96,9851.9375,3,126.4796283397464,9,320.74275568454283,!@9#%8,31,3,3.0,755.16,Good,120671.25,0
6,Missing,28,6,37,24.84,1352.5575,10,38.39076478589151,17,65.36923331459585,High_spent_Medium_value_payments,29,21,12.0,4373.94,Missing,14958.69,0
6,Missing,219,6,37,29.84,1352.5575,10,164.43487616468482,17,65.36923331459585,Low_spent_Small_value_payments,29,21,12.0,4373.94,Missing,14958.69,0
6,Yes,31,6,37,29.84,1352.5575,10,70.15982679711365,17,65.36923331459585,High_spent_Small_value_payments,29,21,15.0,4373.94,Bad,14958.69,0
6,Yes,32,6,37,29.84,1352.5575,10,147.2951869110034,17,65.36923331459585,Low_spent_Small_value_payments,29,21,15.0,4373.94,Bad,14958.69,0
6,Yes,34,6,34,29.84,1352.5575,10,100.19277686874248,17,65.36923331459585,Low_spent_Small_value_payments,29,21,15.0,4373.94,Bad,14958.69,0
1,Yes,208,5,28,10.02,3093.745000000001,5,302.3665710315484,16,69.43241361193164,Low_spent_Small_value_payments,14,13,5.0,1428.48,Standard,87786.15,0
1,Yes,219,5,28,10.02,3093.745000000001,5,168.93281561793282,15,69.43241361193164,High_spent_Large_value_payments,14,13,5.0,1428.48,Missing,87786.15,0
1,Yes,219,5,28,10.02,7424.5125,5,748.2139498526518,16,69.43241361193164,Low_spent_Medium_value_payments,14,13,5.0,1428.48,Standard,87786.15,0
1,Yes,214,5,28,10.02,7424.5125,5,172.5824857576271,16,69.43241361193164,High_spent_Large_value_payments,14,13,987.0,1428.48,Standard,87786.15,0
1,Missing,219,5,29,10.02,7424.5125,5,56.87564835604431,14,69.43241361193164,High_spent_Large_value_payments,14,13,10.0,1428.48,Missing,8229642.0,0
4,No,225,3,4,10.19,3792.026666666666,6,261.79103515766866,10,123.47626438268856,High_spent_Small_value_payments,24,1,2.0,700.43,Good,44640.32,0
4,No,226,3,4,10.19,3792.026666666666,6,211.13530226742816,14,123.47626438268856,High_spent_Small_value_payments,24,1,2.0,700.43,Good,44640.32,0
-100,No,230,3,4,10.19,3093.745000000001,6,168.45879654656758,10,123.47626438268856,Low_spent_Small_value_payments,25,1,5.0,700.43,Missing,44640.32,0
4,No,231,3,4,12.19,3792.026666666666,6,454.5125413488941,12,123.47626438268856,Low_spent_Small_value_payments,25,1,5.0,700.43,Good,44640.32,0
4,No,232,3,4,10.19,3792.026666666666,6,422.1820254964072,10,123.47626438268856,Low_spent_Small_value_payments,25,1,5.0,700.43,Good,44640.32,0
4,Yes,297,3,30,15.71,2200.7816666666668,5,255.64904789197035,15,88.0186284700699,Low_spent_Small_value_payments,47,16,2.0,328.7,Standard,29085.38,0
4,Yes,299,3,35,15.71,2200.7816666666668,5,195.6351433728405,12,88.0186284700699,Low_spent_Small_value_payments,47,16,2.0,328.7,Standard,29085.38,0
4,Missing,219,3,30,18.71,2200.7816666666668,5,62.1210301703265,12,88.0186284700699,High_spent_Medium_value_payments,48,16,2.0,328.7,Missing,29085.38,0
4,Yes,301,3,30,15.71,2200.7816666666668,5,40.99911197938292,14,88.0186284700699,High_spent_Medium_value_payments,48,16,2.0,328.7,Standard,29085.38,0
4,Yes,302,3,30,12.71,3093.745000000001,5,256.1120843282086,14,88.0186284700699,Low_spent_Small_value_payments,48,16,2.0,328.7,Standard,29085.38,0
4,Yes,219,3,30,15.71,2200.7816666666668,5,203.9195669723973,12,88.0186284700699,Low_spent_Small_value_payments,48,16,4.0,328.7,Standard,29085.38,0
8,Yes,219,9,33,17.31,6744.099999999999,5,779.8820824290657,16,454.5267011590519,Low_spent_Small_value_payments,38,21,10.0,3276.46,Bad,78385.2,0
8,Yes,108,9,33,17.31,6744.099999999999,5,464.79356802923166,16,454.5267011590519,High_spent_Small_value_payments,38,21,10.0,3276.46,Bad,78385.2,0
8,Missing,109,9,33,17.31,6744.099999999999,5,690.4346768715468,19,454.5267011590519,Low_spent_Medium_value_payments,7032,21,10.0,3276.46,Missing,78385.2,0
8,Yes,110,9,33,23.31,6744.099999999999,5,91.01734979659965,16,454.5267011590519,High_spent_Large_value_payments,38,21,10.0,3276.46,Bad,78385.2,0
2,No,376,5,13,5.76,6168.063333333333,7,144.56610626801535,5,109.3812770836512,High_spent_Small_value_payments,38,8,1.0,777.97,Missing,73656.76,0
2,No,377,5,9,1.7599999999999998,3093.745000000001,7,10000.0,5,109.3812770836512,Low_spent_Medium_value_payments,38,8,1.0,777.97,Missing,73656.76,0
2,No,378,5,9,5.76,6168.063333333333,7,273.44039301701224,5,109.3812770836512,Low_spent_Medium_value_payments,38,8,1.0,777.97,Good,73656.76,0
-100,No,379,5,8,5.76,6168.063333333333,7,146.10554604402196,4,109.3812770836512,High_spent_Large_value_payments,38,8,1.0,777.97,Good,73656.76,0
2,No,380,5,9,5.76,6168.063333333333,7,164.20813719578538,7,109.3812770836512,Low_spent_Medium_value_payments,38,8,1.0,777.97,Good,73656.76,0
2,No,382,5,9,5.76,6168.063333333333,7,141.51040938429057,5,59953.0,High_spent_Large_value_payments,38,8,1.0,777.97,Missing,73656.76,0
2,Missing,383,5,11,5.76,6168.063333333333,7,556.5405882444446,5,109.3812770836512,Low_spent_Small_value_payments,38,8,1.0,777.97,Missing,73656.76,0
2,No,215,4,7,10.59,1800.2595833333337,218,168.1585351440458,8,29.95953999860552,Low_spent_Medium_value_payments,39,8,4.0,328.91,Good,20127.115,1
2,No,216,4,6,7.59,1800.2595833333337,4,164.43008492752742,8,29.95953999860552,Low_spent_Medium_value_payments,40,8,5.0,328.91,Good,20127.115,1
2,No,218,4,9,10.59,1800.2595833333337,4,90.04487139827566,11,29.95953999860552,Low_spent_Small_value_payments,40,8,5.0,328.91,Good,20127.115,1
2,No,220,4,9,10.59,1800.2595833333337,4,46.38835726828734,14,29.95953999860552,High_spent_Large_value_payments,40,8,5.0,328.91,Good,20127.115,0
2,No,221,4,9,16.59,1800.2595833333337,4,43.29706342251581,6,29.95953999860552,High_spent_Large_value_payments,40,8,5.0,328.91,Good,20127.115,0
3,No,197,3,12,0.9300000000000002,3093.745000000001,3,292.6872876344172,7,78.37418745414423,Low_spent_Small_value_payments,48,1,0.0,734.69,Missing,41235.33,0
3,No,198,3,10,3.93,3384.2775,3,303.0584603362405,6,78.37418745414423,Low_spent_Medium_value_payments,49,1,0.0,734.69,Good,41235.33,0
3,No,199,3,11,3.93,3384.2775,3,61.59887077522306,3,78.37418745414423,High_spent_Medium_value_payments,49,1,2.0,734.69,Good,41235.33,0
3,Missing,219,3,13,3.93,3384.2775,3,135.92568154608836,14,78.37418745414423,Low_spent_Medium_value_payments,49,1,556.0,734.69,Good,41235.33,0
3,No,201,3,12,3.93,3384.2775,3,218.652043606194,3,78.37418745414423,Low_spent_Medium_value_payments,49,1,2.0,734.69,Good,41235.33,0
3,No,202,3,12,3.93,3384.2775,3,97.2546693168809,7,78.37418745414423,!@9#%8,49,1,2.0,734.69,Good,41235.33,0
-100,No,203,3,12,3.93,3384.2775,3,82.43511676835303,5,78.37418745414423,High_spent_Large_value_payments,5579,1,2.0,734.69,Good,41235.33,0
2,No,288,3,14,7.75,4617.838333333333,4,75.6189901308188,3,83.81748259925727,High_spent_Medium_value_payments,27,8,0.0,1362.1,Good,57838.06,0
2,No,289,3,15,7.75,3093.745000000001,4,118.0448998845163,3,83.81748259925727,High_spent_Medium_value_payments,27,8,0.0,1362.1,Good,57838.06,0
2,No,290,3,15,-3.25,4617.838333333333,4,177.80432898717842,0,83.81748259925727,!@9#%8,27,8,0.0,1362.1,Good,57838.06,0
2,No,292,3,15,0.75,4617.838333333333,4,414.77394325604286,3,83.81748259925727,Low_spent_Medium_value_payments,27,8,0.0,1362.1,Missing,57838.06,0
7,Yes,203,3,10,17.52,4933.261666666666,6,53.24280068792432,8,195.8564065116201,High_spent_Large_value_payments,18,12,6.0,1167.08,Standard,60183.14,0
7,Yes,204,3,10,12.52,4933.261666666666,6,370.5586906435004,12,195.8564065116201,Low_spent_Small_value_payments,18,12,6.0,1167.08,Standard,60183.14,0
7,Yes,205,3,10,17.52,4933.261666666666,6,114.1023342163137,11,195.8564065116201,High_spent_Small_value_payments,19,12,6.0,1167.08,Standard,60183.14,0
7,Yes,207,3,11,17.52,3093.745000000001,6,140.27772627830856,10,195.8564065116201,High_spent_Medium_value_payments,19,12,6.0,1167.08,Standard,60183.14,0
-100,Missing,119,8,57,18.48,2842.866666666667,6,291.62962809657347,19,226.32482392489155,Low_spent_Medium_value_payments,21,22,7.0,2681.54,Bad,33214.4,1
9,Yes,120,8,55,18.48,3093.745000000001,798,86.80049541988838,21,33242.0,Low_spent_Large_value_payments,21,22,7.0,2681.54,Bad,33214.4,1
9,Yes,121,8,57,18.48,2842.866666666667,6,154.39916318887208,21,226.32482392489155,!@9#%8,21,22,7.0,2681.54,Bad,33214.4,1
9,Yes,122,8,57,18.48,2842.866666666667,6,232.8671517598105,19,226.32482392489155,Low_spent_Small_value_payments,21,22,7.0,2681.54,Bad,33214.4,1
9,Yes,123,8,57,18.48,2842.866666666667,6,120.29175629878031,16,226.32482392489155,High_spent_Medium_value_payments,21,22,7.0,2681.54,Missing,33214.4,1
9,Yes,124,8,57,18.48,2842.866666666667,6,340.29307707182016,18,226.32482392489155,Low_spent_Small_value_payments,21,22,7.0,2681.54,Bad,33214.4,1
9,Yes,125,8,57,18.48,2842.866666666667,6,62.08859519050402,19,226.32482392489155,High_spent_Large_value_payments,21,22,7.0,2681.54,Bad,33214.4,1
9,Yes,126,8,52,18.48,2842.866666666667,6,21.24596599588698,19,226.32482392489155,High_spent_Large_value_payments,21,22,7.0,2681.54,Missing,33214.4,1
1,No,385,1,4,11.72,13668.633333333331,6,432.66590236772345,1,94.34933366167458,Low_spent_Medium_value_payments,30,4,4.0,515.62,Good,166891.6,0
1,No,386,1,4,11.72,13668.633333333331,6,201.87972549024676,4,94.34933366167458,High_spent_Medium_value_payments,30,4,4.0,515.62,Good,166891.6,0
1,No,387,1,4,11.72,13668.633333333331,6,215.48495567950025,2,94.34933366167458,High_spent_Large_value_payments,30,4,6.0,515.62,Missing,166891.6,0
1,Missing,388,1,1,11.72,13668.633333333331,6,257.7578749843433,-1,94.34933366167458,!@9#%8,30,4,6.0,515.62,Good,166891.6,0
1,No,389,1,4,11.72,13668.633333333331,6,655.0909396407202,2,94.34933366167458,Low_spent_Medium_value_payments,30,4,6.0,515.62,Good,166891.6,0
1,No,391,1,4,11.72,13668.633333333331,6,243.69181387261253,2,94.34933366167458,High_spent_Small_value_payments,1692,4,6.0,515.62,Good,166891.6,0
2,No,187,1257,27,4.47,3093.745000000001,4,306.22594672912913,11,116.65714116927394,High_spent_Medium_value_payments,18,5,3.0,644.4,Good,107893.68,0
2,No,219,3,23,6.47,3093.745000000001,4,348.1442535745939,11,116.65714116927394,High_spent_Small_value_payments,18,5,3.0,644.4,Missing,107893.68,0
2,No,189,3,21,4.47,8911.14,4,526.8929619780644,11,116.65714116927394,Low_spent_Small_value_payments,18,5,3.0,644.4,Good,107893.68,0
2,No,219,3,23,9.47,8911.14,4,534.0426537075003,11,116.65714116927394,Low_spent_Small_value_payments,18,5,8.0,644.4,Good,107893.68,0
2,No,191,3,23,4.47,3093.745000000001,4,241.27307843566987,12,116.65714116927394,High_spent_Small_value_payments,18,5,8.0,644.4,Good,107893.68,0
2,No,193,3,23,4.47,8911.14,4,208.72614983520089,11,116.65714116927394,High_spent_Large_value_payments,18,5,8.0,644.4,Missing,107893.68,0
2,No,194,3,23,4.47,3093.745000000001,4,183.7309120783131,13,116.65714116927394,!@9#%8,19,5,8.0,644.4,Good,107893.68,0
4,Yes,366,6,8,9.73,4250.39,5,142.4647303239083,16,108.36646712525564,High_spent_Medium_value_payments,25,17,2.0,202.68,Standard,52312.68,0
4,Yes,367,6,8,9.73,4250.39,5,162.7830849440951,18,108.36646712525564,High_spent_Medium_value_payments,26,17,2.0,202.68,Standard,52312.68,0
1094,Yes,219,6,10,9.73,4250.39,5,171.4504427290597,18,108.36646712525564,High_spent_Small_value_payments,26,17,2.0,202.68,Missing,52312.68,0
4,Yes,370,6,3,9.73,4250.39,5,150.79593432594388,18,108.36646712525564,!@9#%8,26,17,4.0,202.68,Standard,52312.68,0
4,Yes,371,6,8,9.73,4250.39,5,155.14105344210978,18,108.36646712525564,High_spent_Medium_value_payments,26,17,4.0,202.68,Standard,52312.68,0
4,Yes,372,6,5,9.73,4250.39,5,58.66019164829086,18,108.36646712525564,High_spent_Medium_value_payments,26,17,4.0,202.68,Missing,52312.68,0
2,No,251,1,6,1.5,1574.2333333333331,3,208.5038672827351,11,17.109480302380938,Low_spent_Small_value_payments,31,5,3.0,1015.0,Good,16490.8,0
